User-ID,Location-IP
39073422,湖北
39324831,辽宁
39073422,湖北
134416938,四川
2222845,广东
1583346,江苏
2096371,广东
2195595,浙江
2030435,上海
253241951,北京
1486546,美国
47631056,山东
76879423,上海
148006410,爱尔兰
140896490,福建
124057346,陕西
72489343,重庆
4309540,广东
51330374,江苏
51409222,德国
1043564,上海
63869775,浙江
86505188,河北
1187356,上海
2492135,北京
77878675,广东
3935331,北京
53499605,上海
48555137,中国澳门
187511376,上海
120475543,山西
194607621,天津
193447613,湖南
3307513,北京
61778941,北京
53499605,上海
181659942,新疆
128344771,福建
42539494,辽宁
2442793,韩国
99230563,江西
141912579,新疆
90904421,上海
223664862,北京
64922184,广东
53772574,河南
30781121,河南
102791816,北京
197250934,北京
253844692,广东
3935505,安徽
81020094,福建
55428054,浙江
213524316,上海
1500604,江苏
165700474,西藏
3376081,北京
125165369,四川
27379135,湖南
1500604,江苏
3734035,广东
4012013,陕西
53131985,辽宁
3254764,江苏
3883362,北京
82775922,吉林
167162518,辽宁
6077421,广东
130503393,上海
3546485,江苏
174795428,辽宁
63642721,英国
271256474,安徽
180016015,福建
75893702,北京
3546485,江苏
200608060,福建
3839681,四川
163112306,四川
53168044,广东
48222240,上海
2603819,上海
130181601,浙江
140169766,辽宁
143283056,广东
53168044,广东
51932177,广东
159830406,上海
2641433,北京
250382092,北京
172730760,上海
219551265,广东
2212068,上海
221007840,陕西
271931784,广东
126443220,四川
69246498,江苏
93844144,北京
182797118,广东
69220657,美国
121189950,贵州
50518121,上海
1983358,上海
144315914,浙江
146502198,四川
136108456,甘肃
56958337,上海
147524060,内蒙古
1297478,上海
146498896,辽宁
136108456,甘肃
184426111,辽宁
52633332,江苏
4258506,北京
59384667,四川
162267982,云南
1105395,上海
1301150,上海
1338590,河北
3950603,北京
1398879,江苏
226239731,广东
253108158,陕西
65312255,江苏
2096579,北京
2739485,四川
57761188,北京
163341928,甘肃
2161155,福建
41594925,浙江
78846753,上海
1149738,上海
53367592,北京
160402618,上海
2066733,上海
57639704,贵州
62845072,北京
1277486,四川
1345496,北京
48126357,北京
11221175,广西
193288686,上海
70661484,上海
143233268,江苏
46948035,广东
239887137,江苏
74165764,重庆
61051965,北京
47402074,广东
82879210,贵州
35790692,加拿大
45058488,上海
245301383,陕西
66702936,浙江
33738130,上海
48498923,浙江
192433230,重庆
160820317,上海
153371912,四川
153623936,浙江
60945236,广东
156561308,浙江
4625504,北京
240296907,广东
140994495,广东
169475612,浙江
43698408,北京
50258580,黑龙江
45553745,浙江
51434567,北京
108810884,上海
163869270,四川
212447892,天津
45553745,浙江
4101935,江苏
45774932,山东
3229771,四川
59404557,北京
1683488,上海
158041135,安徽
62573026,河北
41023612,上海
32913271,福建
183779772,四川
258232547,安徽
4257713,陕西
66364927,上海
2650429,北京
181775135,上海
53952054,四川
32913271,福建
1026502,北京
3270401,北京
131892663,浙江
42590227,四川
187947295,河南
52799441,河北
156038704,美国
4038045,陕西
49782713,上海
59079111,广东
1035087,陕西
68787487,美国
213501772,上海
131815422,陕西
1035087,陕西
116551865,上海
1768350,上海
91938789,辽宁
43352353,四川
50395708,安徽
215378163,北京
50258580,黑龙江
43352353,四川
2027066,上海
184884695,陕西
225903199,天津
3639784,四川
184884695,陕西
1530900,天津
2459071,上海
148729770,中国台湾
2267541,浙江
4078870,北京
172711523,广东
103145392,北京
71724295,北京
188540219,江西
2245804,上海
41109304,浙江
174928635,美国
131503371,天津
140298038,重庆
16021478,江苏
1411110,美国
46965127,北京
61060309,广东
190145433,北京
162135549,中国香港
197026046,新加坡
4441944,上海
208243836,江苏
4441944,上海
44395167,荷兰
47193903,美国
1687368,上海
167021439,北京
151564088,广东
161850476,北京
153718886,浙江
262529959,河北
2437683,重庆
151513323,广东
158460332,四川
1030193,河北
1479324,上海
182009246,北京
177518197,北京
3417559,云南
61992166,上海
43893447,湖南
52641475,四川
66598168,江苏
183792646,四川
72285582,四川
183792646,四川
181775135,上海
2083945,北京
171249724,北京
50450125,广东
60182488,上海
162561687,天津
60182488,上海
4409270,四川
6412250,河北
146086612,吉林
73830337,浙江
4419062,广东
47741789,北京
139437841,内蒙古
136791973,江苏
210152614,河北
190314710,加拿大
47486983,北京
161032593,法国
1924869,美国
190920121,湖北
74537722,中国台湾
169501158,山东
206843557,辽宁
105525540,四川
105525540,四川
216597539,北京
2819181,上海
151762522,山东
108690680,上海
201062422,广东
180836047,荷兰
120081597,中国香港
1084475,北京
166588710,英国
92196607,安徽
1175078,北京
4615763,上海
153451548,福建
43586818,广东
4615763,上海
1924391,北京
137315620,上海
45273291,浙江
164377115,浙江
186604852,北京
3565076,广东
91595404,北京
4352209,上海
19892507,广东
147993471,云南
143328762,北京
252142188,河南
139843066,北京
52669598,浙江
3685304,上海
177120211,江西
189974190,浙江
11715168,陕西
173429601,山东
134177928,上海
3012347,北京
152709074,山东
139546456,四川
36318396,挪威
46876027,日本
28825487,天津
231689680,福建
1884878,德国
2057382,上海
167269013,海南
168017524,江西
161304796,江苏
148325697,北京
102838275,浙江
114652866,北京
197047294,北京
102838275,浙江
2603819,上海
157721705,河南
250175980,湖北
3093799,上海
57508169,湖南
141935461,上海
149189121,美国
191100867,河南
170043786,江苏
2304070,北京
164409734,广东
116287994,上海
116287994,上海
245301383,陕西
1608865,山东
47019359,云南
2294189,河南
52818524,湖北
1111486,北京
133957629,宁夏
183668426,北京
147789234,上海
2340301,上海
251265732,湖北
99041393,江苏
159168073,江苏
159168073,江苏
25871840,上海
1257012,北京
175471500,江苏
202435228,上海
58222498,北京
2159606,江苏
95870531,浙江
169160440,广东
190115072,北京
2032945,北京
198765089,福建
198765089,福建
52757912,广东
156573403,广东
206660159,安徽
171950095,北京
61046228,吉林
48161653,河南
48161653,河南
180185112,北京
44592603,辽宁
2335658,陕西
52439175,北京
177470954,辽宁
69361835,北京
123911036,辽宁
51154171,浙江
4226859,山东
83284719,广东
83284719,广东
178986310,浙江
2026471,上海
161597899,江苏
1149738,上海
121277665,北京
54538283,西藏
95688684,上海
2567717,北京
1325971,天津
2530931,云南
172672093,福建
103086398,广东
103086398,广东
1724842,江苏
130057553,北京
144923579,四川
75729924,北京
120673254,广东
165348201,四川
41964650,北京
194615988,重庆
2790933,山东
1747802,广东
152406890,江苏
147873382,北京
213332003,北京
1000999,上海
41590035,江苏
41590035,江苏
61471067,浙江
77541258,贵州
1730166,北京
122195635,上海
138135332,美国
217795264,北京
237823909,湖北
140616363,山东
140616363,山东
151962368,广东
126583712,山东
166263095,重庆
189466108,河南
236446855,德国
4279224,山东
185919068,四川
135175217,江苏
205805025,上海
2057382,上海
2107643,北京
214815247,辽宁
168107401,湖南
3417559,云南
1154514,广东
2057382,上海
72804840,湖北
178565807,上海
146336371,北京
54494900,北京
121680797,上海
107600519,浙江
272335125,广东
50067145,浙江
50067145,浙江
2138864,陕西
129290624,江西
54524192,天津
57500286,上海
121330168,四川
66383314,巴拿马
241131574,江苏
227095345,广东
64976438,浙江
3627289,江苏
255868993,安徽
245581204,北京
152142084,广西
2744248,山东
235938282,山东
53185344,安徽
219631060,广西
200442094,黑龙江
4915733,广东
4915733,广东
71752238,浙江
69095745,英国
149927506,上海
137385243,北京
169870288,陕西
155264596,山东
154161908,上海
242648053,江苏
140896490,福建
153770921,内蒙古
88935605,广东
49169842,上海
2493826,上海
206037220,浙江
207475030,浙江
132280986,湖南
142793890,山东
41014602,湖南
51586438,山西
2400908,上海
1565237,宁夏
209190210,山西
2787428,山东
232718672,福建
169573492,上海
1655939,江苏
1419283,新疆
125830487,四川
63509221,福建
1428616,广东
1428616,广东
66759684,上海
1186667,广东
55547254,四川
67103945,河北
1583346,江苏
4033427,北京
37785685,江苏
143004846,浙江
143004846,浙江
69672051,浙江
252921799,北京
146260881,河南
148267360,美国
63412767,辽宁
41338064,中国香港
171951147,北京
189355214,上海
119740290,广东
64226724,加拿大
2328878,广东
2328878,广东
178862961,山东
167767850,日本
138585672,广东
51392279,上海
40005173,澳大利亚
181575479,四川
130852347,安徽
164002272,加拿大
159718966,山东
209654940,上海
184644983,河南
65909002,北京
2724873,广东
164944178,北京
216750615,山东
210108421,湖北
36539878,丹麦
177979650,上海
71131875,福建
253603031,江苏
55819323,广东
81851928,北京
58506119,北京
204451323,安徽
3140034,辽宁
247465253,江苏
153017165,广西
3869417,浙江
45396438,天津
2363002,广东
2363002,广东
253603031,江苏
208711416,河北
200165652,北京
246995735,湖南
3685304,上海
237649978,江西
2492135,北京
172526494,内蒙古
102456163,上海
2412669,澳大利亚
1730198,天津
83389859,江苏
1670188,江苏
172526494,内蒙古
83165107,广东
83165107,广东
1999479,北京
1088853,湖南
68112666,河北
1954878,青海
152253100,广东
77450989,四川
246322777,湖北
3508413,美国
2303784,北京
1409075,上海
2579783,北京
154137136,上海
216159813,湖北
2229280,马来西亚
76234945,浙江
67409390,山东
60844831,北京
60844831,北京
63406248,广东
34301886,四川
31887015,四川
114975293,江苏
214442058,山东
72308755,吉林
70489051,湖南
100432951,云南
52244454,四川
48590828,新加坡
1862228,江苏
49194959,湖南
145567486,上海
56488690,美国
115747207,重庆
191044926,河南
191044926,河南
15665380,浙江
2224259,四川
30556862,山东
189094779,浙江
2551699,北京
196505250,浙江
142350422,广东
151782804,河南
39930373,北京
162561687,天津
43555603,北京
4060299,浙江
48916409,上海
57783734,四川
59960101,上海
1550861,北京
3489562,湖南
3489562,湖南
201496000,北京
2334378,北京
83696973,新疆
157514471,广东
177812756,黑龙江
168783877,四川
47794887,甘肃
222124290,江苏
190962705,山东
54481911,浙江
154904443,上海
146669392,北京
122377029,江苏
49062239,北京
3353305,美国
167804258,北京
56169806,浙江
56169806,浙江
50400440,上海
162471359,重庆
4252764,北京
207118459,上海
60084738,北京
103675263,广东
2816704,江苏
181739698,广东
153307980,北京
2032945,北京
168068499,四川
3489562,湖南
61010003,广东
68174370,上海
193283810,上海
121824489,广东
232610423,上海
190920121,湖北
41594925,浙江
1166692,江苏
154064165,广东
155787477,湖北
33560621,云南
172077633,中国香港
81320091,河南
65992268,加拿大
2655911,四川
223798133,云南
153498850,北京
64013770,广东
149737299,山西
149737299,山西
138287508,浙江
190090574,山东
51687516,山西
72968470,上海
176578483,北京
198898339,广东
1697623,内蒙古
152417813,广东
61220632,广东
224816027,英国
80797597,浙江
151086469,广东
198033483,江苏
198033483,江苏
137491133,浙江
183945598,广东
51588320,广东
51585546,北京
2493826,上海
212786946,广东
48434198,广东
48434198,广东
41546216,广东
1325623,北京
163048211,上海
1125289,广东
42539494,辽宁
1808391,广东
61707252,北京
160364627,云南
153836530,辽宁
36318396,挪威
126153068,四川
64761096,江苏
3551583,黑龙江
47636804,北京
138432323,浙江
57163463,江苏
52321770,上海
55548655,浙江
2378059,北京
188725179,四川
3556862,上海
47636804,北京
60767968,北京
13958298,福建
155053198,湖南
27583038,北京
2245804,上海
1417878,北京
84345752,英国
51221372,浙江
74742325,广东
210388255,河北
167162518,辽宁
251294836,上海
181061924,北京
197339458,青海
2809636,海南
174203903,北京
1261777,北京
66364927,上海
44393891,湖南
58054260,上海
52146791,上海
4615525,河北
62651937,浙江
65937807,广东
156908392,北京
131070167,天津
66025376,福建
55593947,天津
73901726,山东
4542860,四川
141710847,山东
161316743,陕西
41133687,上海
49321183,北京
49321183,北京
2493826,上海
48182815,北京
158536377,北京
182925610,湖北
45921151,江苏
81496210,四川
51505354,天津
130056504,广东
103194379,四川
139465623,安徽
165713788,河北
3810733,北京
139465623,安徽
51532850,天津
161335886,辽宁
3966334,浙江
64208736,北京
240340605,江西
77809232,河南
114652866,北京
121722558,北京
155886532,北京
2056470,上海
147209550,安徽
229001824,浙江
72512962,上海
135224371,北京
4276088,上海
146498896,辽宁
83357834,北京
2881197,广东
1903080,北京
83357834,北京
1027580,北京
60504195,浙江
93903572,广东
184617462,日本
2231124,湖南
1494675,北京
143328762,北京
4272708,福建
78605468,上海
1388521,陕西
40082655,浙江
41039354,江苏
41039354,江苏
1174997,江苏
73473126,浙江
155020482,新疆
145801881,北京
136637287,福建
4446528,北京
73942837,山西
48529202,上海
4313243,广东
264110904,北京
2620462,北京
11221175,广西
3658768,日本
172658726,美国
1597270,北京
162529765,上海
1597270,北京
215045209,甘肃
63869775,浙江
55850519,江苏
158010149,辽宁
52911260,北京
75860030,上海
4352209,上海
58371560,江苏
143246000,四川
2469799,江苏
178565807,上海
123977587,广西
123977587,广西
4558263,上海
48498923,浙江
4587251,山东
50400758,重庆
196612025,英国
189643220,上海
60945236,广东
3844441,内蒙古
108810884,上海
1170526,四川
13254535,上海
187602450,云南
38016816,广东
91509862,河南
1045573,上海
3722532,广东
157500491,江苏
157500491,江苏
69544172,湖南
181391718,陕西
66509244,浙江
68183649,上海
102265097,上海
49784018,广东
168466558,辽宁
168466558,辽宁
156787146,浙江
152028811,新西兰
4595525,内蒙古
65652581,上海
140354034,广东
3639784,四川
134079185,美国
43111512,江西
1367451,辽宁
81656902,广东
81656902,广东
51330374,江苏
48639337,浙江
2968315,北京
17857216,新西兰
122556292,上海
61060309,广东
34651346,美国
3341097,北京
182463313,广东
4352707,广西
190434559,北京
43944824,贵州
1479324,上海
61471067,浙江
123587828,波兰
123587828,波兰
187639778,四川
133671333,四川
52343325,山东
81020094,福建
47741789,北京
205062791,福建
2819181,上海
67671653,山东
90431287,芬兰
27379135,湖南
115196992,上海
54716879,广西
198107750,天津
46186100,广东
8511481,四川
65334855,四川
4432629,浙江
1147572,北京
53179337,四川
159830406,上海
50752816,江苏
2044920,上海
47344608,重庆
275904031,江西
157253532,海南
2783681,湖南
144315914,浙江
50918993,河北
2065771,江苏
49136461,广东
207928643,浙江
138294933,山东
189418624,广东
57508169,湖南
47558773,上海
147524060,内蒙古
145447940,河北
17337673,上海
2261876,陕西
1037583,浙江
48768834,上海
48768834,上海
73034189,上海
1301150,上海
195150988,广东
52991244,北京
57607087,北京
174469282,浙江
27917378,北京
7643819,福建
57761188,北京
65541115,贵州
62249047,北京
1785273,甘肃
91751374,上海
1257012,北京
184738918,广东
220455524,江苏
184738918,广东
4525076,重庆
59106797,江苏
4609920,四川
30123013,上海
38861018,北京
168992045,江苏
168992045,江苏
133656714,上海
30123013,上海
190115072,北京
48664485,阿联酋
154064165,广东
157596407,上海
33327853,广东
3229771,四川
66363154,上海
171950095,北京
4005430,广东
4257713,陕西
127397933,云南
35270612,辽宁
3141710,上海
169129720,北京
191726576,江苏
150539244,广东
4038045,陕西
167978105,北京
176048630,浙江
73468467,美国
1717708,中国香港
1717708,中国香港
2793146,湖北
4185694,新加坡
157591327,山东
71803565,马来西亚
223047419,吉林
51587730,浙江
4173375,四川
27763712,陕西
68015339,北京
3481292,北京
3481292,北京
216073122,美国
1411110,美国
64139263,海南
152406890,江苏
2230944,上海
2694901,广东
35360081,上海
226724284,广东
226724284,广东
126583712,山东
57591080,福建
158266700,四川
187713859,山东
61629639,广东
75908430,福建
161850476,北京
61598698,北京
199799394,江苏
151513323,广东
156816046,美国
232990974,江苏
152932723,北京
66598168,江苏
3354865,江西
1270899,江西
1296936,天津
1296936,天津
102615523,重庆
62675594,北京
226670791,新加坡
107600519,浙江
2088640,广东
210152614,河北
178668633,湖南
4112660,英国
2744248,山东
67768014,湖南
160876772,四川
44679023,湖北
36808404,美国
52469091,湖南
52469091,湖南
94432693,上海
140022227,四川
132280986,湖南
72970549,浙江
153451548,福建
63253408,山东
164377115,浙江
1242600,北京
96221091,上海
62368471,山西
44561459,河南
1070963,北京
158063589,上海
158063589,上海
57058976,广东
101560136,浙江
142323112,浙江
158237749,江苏
44261903,广东
2530931,云南
53627695,美国
34668366,北京
1134581,湖北
68499254,四川
3548440,北京
227095345,广东
3764307,北京
162014306,河南
49104376,广东
49104376,广东
37231852,北京
37231852,北京
55547254,四川
2234049,新西兰
147771790,四川
135672097,北京
164409734,广东
54266132,广东
34473687,江苏
189355214,上海
120967614,陕西
99041393,江苏
184644983,河南
2866549,泰国
146766791,浙江
1800696,日本
55460948,上海
90195351,广东
162453822,上海
58506119,北京
155264596,山东
85449834,浙江
132687506,上海
69454731,英国
208817659,北京
165000133,上海
262529959,河北
44592603,辽宁
178565807,上海
38479617,北京
271409209,上海
240301791,北京
171374960,重庆
51290606,新加坡
1325971,天津
42137156,湖北
145159568,广东
147873382,北京
37421473,江苏
158965215,北京
2986264,辽宁
239251099,内蒙古
43429575,山东
174971799,广东
132527345,日本
1048225,北京
6591920,上海
6591920,上海
197963874,北京
34039521,四川
151871090,浙江
180335742,美国
191726576,江苏
4279224,山东
161857534,天津
44643164,北京
175474535,北京
58900289,广东
175474535,北京
182631069,四川
62583132,上海
183094078,北京
3417559,云南
59248888,河北
195699324,广东
179967303,山东
2987307,北京
58433027,辽宁
123886394,上海
52140571,德国
130269489,广东
160826750,北京
2330649,江苏
2330649,江苏
168783877,四川
1621160,上海
4123389,陕西
137385243,北京
161147127,浙江
207475030,浙江
43044990,广东
218900348,福建
68237442,北京
2046992,上海
180427180,广东
2136303,北京
34933958,广东
54441883,广东
178325427,浙江
53517811,澳大利亚
48161653,河南
1499669,福建
180254613,江苏
125830487,四川
71131875,福建
123420444,上海
21369387,湖北
2860322,北京
1786966,上海
9455735,广东
149036377,宁夏
179910344,上海
146260881,河南
143803680,北京
68379103,上海
146729055,浙江
219452001,安徽
2245804,上海
1045899,河北
1884878,德国
231337206,上海
163914094,福建
157695860,北京
48688994,湖南
81851928,北京
60858500,北京
60858500,北京
3345613,广东
114614364,安徽
2492135,北京
1523370,北京
4426162,河北
40261878,北京
1032146,上海
57129085,北京
1730198,天津
30072583,北京
262529959,河北
158138482,山东
155681211,广东
54215555,江苏
197767223,北京
153619070,上海
150692576,上海
101927551,上海
101927551,上海
46932229,浙江
41133687,上海
240099260,重庆
153743949,浙江
120292269,广东
3617754,北京
63637280,日本
145940073,广东
53943113,上海
50504272,北京
180335742,美国
259206326,河南
139528184,英国
253844692,广东
57824649,德国
121579673,浙江
162738988,江苏
162738988,江苏
72888029,北京
120890389,山东
41594925,浙江
231564623,北京
157727968,上海
196323712,上海
200363351,北京
243353849,天津
260236319,浙江
204398490,湖北
4030417,北京
9020395,浙江
136868785,江西
128532849,北京
3886814,天津
14482367,湖南
25687946,江西
62320701,广东
225625966,甘肃
41833373,广东
259755640,广西
62320701,广东
3093799,上海
2170535,比利时
64575326,广东
1499748,福建
87515225,北京
54354182,四川
2047677,北京
62119465,日本
167816540,江苏
255157640,上海
1079473,北京
196085964,江苏
79580095,福建
79580095,福建
2358865,山东
45084982,北京
156940062,陕西
1385809,广东
28980134,广东
235767301,江西
167162518,辽宁
206539301,上海
178799484,北京
66364927,上海
150246468,北京
4098083,河南
1602031,北京
1602031,北京
9455735,广东
66025376,福建
58399917,广东
155708892,重庆
262357920,四川
3249318,吉林
216311754,浙江
1445991,重庆
157695860,北京
2468223,北京
2468223,北京
131809748,浙江
40924509,云南
3464850,浙江
16252836,浙江
167232208,上海
171220175,广东
172616263,福建
153017165,广西
62269440,北京
3735640,意大利
164807769,江苏
130317039,河北
131474595,江西
131474595,江西
79644553,浙江
73676383,湖北
204451323,安徽
10668053,广东
208127508,江苏
3658338,浙江
255983081,广东
265236769,广东
120890389,山东
4030417,北京
1000890,上海
1000890,上海
55646582,美国
1355729,福建
2599569,广东
1103298,上海
213524316,上海
219452001,安徽
57270745,广东
58111861,天津
3673820,吉林
87515225,北京
54656100,上海
3203167,天津
162529765,上海
54494900,北京
121085251,新疆
121917471,福建
136799388,山东
171923998,天津
28980134,广东
144217292,四川
155708892,重庆
257959807,上海
3599013,山东
44478554,广东
169177458,广东
231673766,河北
72888029,北京
167232208,上海
1382286,美国
151078152,德国
1375854,北京
215297708,福建
163981188,重庆
60031302,上海
151164406,北京
253844692,广东
154674620,新疆
1103298,上海
259755640,广西
48664485,阿联酋
143328762,北京
77537947,上海
167000643,福建
171923998,天津
47904693,湖南
208365048,安徽
142459808,河北
163888128,江西
144370141,河北
70978566,北京
53268951,上海
30621998,江苏
2906423,北京
31655380,北京
151164406,北京
242648053,江苏
60574498,上海
2906423,北京
160307413,北京
49422504,北京
53748765,北京
71164541,荷兰
22277572,北京
76872973,云南
81496210,四川
1311269,山东
4916738,黑龙江
63483596,河北
226489030,江苏
57168627,湖南
3155342,辽宁
1787849,上海
92626703,广东
180335742,美国
127370731,上海
52356524,上海
180764843,浙江
67265024,陕西
195008540,云南
175471500,江苏
187640986,辽宁
15807071,上海
3109604,俄罗斯
180056681,美国
81980931,江苏
212284303,中国香港
4012013,陕西
2964844,上海
3646046,上海
1623780,新西兰
42758454,福建
5745131,浙江
1166692,江苏
151263575,北京
4728918,浙江
51129694,广东
42758454,福建
217309275,江西
138133517,北京
141972354,湖北
26475045,上海
3257461,上海
46372640,江苏
3472546,河北
1067641,西班牙
72902708,甘肃
152932555,湖北
53600614,上海
101560136,浙江
1326319,山西
28077673,江苏
52969609,北京
69544172,湖南
145637202,陕西
2748366,河南
1489125,黑龙江
9455735,广东
1233910,上海
136835562,广东
63030684,四川
4493497,广东
138072380,四川
2823580,广东
2823580,广东
145589679,上海
1553180,上海
60767968,北京
52866645,北京
214152385,湖北
173299451,北京
4147881,广东
157695860,北京
50504272,北京
1763979,江苏
180891827,江西
41567368,北京
138322756,广东
127793392,北京
79288211,北京
70692503,广东
2813934,北京
2860322,北京
141477676,上海
8257883,河北
8257883,河北
179690531,福建
228109141,河南
82257077,上海
141107487,日本
157484699,黑龙江
75208621,江苏
52234438,广东
178176752,河北
198111209,安徽
41020450,上海
145447337,广东
152643817,江苏
120890389,山东
4535707,上海
4535707,上海
1530900,天津
4030417,北京
120287299,美国
65557756,云南
186721182,贵州
2777850,上海
262403770,江苏
161086409,四川
80194122,北京
3862468,北京
170037177,上海
87515225,北京
36725277,北京
128198340,上海
143250343,上海
181726947,上海
28980134,广东
143250343,上海
4384268,上海
185748687,浙江
155708892,重庆
1194131,浙江
75906716,湖北
48610416,北京
3202437,四川
171374960,重庆
246092219,北京
246092219,北京
167232208,上海
33560621,云南
1402021,北京
179394547,美国
78414144,湖北
22630966,陕西
2940244,江苏
3548440,北京
1103298,上海
70713004,上海
166355133,上海
49223785,福建
49223785,福建
2008175,广东
2008175,广东
103661201,陕西
27403307,北京
171923998,天津
201669692,河南
52100331,山东
76785846,安徽
46112521,浙江
3168698,广东
183987823,湖北
151164406,北京
260640053,浙江
2906423,北京
145963934,澳大利亚
3561876,河北
75562537,河南
2870674,浙江
69534710,四川
166990608,上海
166990608,上海
1332044,北京
43569909,四川
270337140,江苏
1332044,北京
208173235,天津
3863936,美国
3557472,北京
38837977,北京
184017414,山西
71036319,黑龙江
71036319,黑龙江
161868300,山东
52797023,浙江
168521427,江苏
168521427,江苏
124705527,海南
147583907,陕西
4852496,上海
4852496,上海
223033745,湖南
164409734,广东
1028835,广西
2084734,广东
42758454,福建
68988038,浙江
68988038,浙江
187271148,上海
75454394,湖南
152695372,云南
248492400,山西
163690904,海南
163690904,海南
2815384,北京
124265319,广东
100619430,广东
4108583,广东
4108583,广东
143777198,广西
119208966,江苏
2275124,广东
133956628,江苏
77848534,辽宁
2823580,广东
134178057,浙江
137640650,北京
61664128,湖北
115480842,北京
149737299,山西
8257883,河北
152420693,江苏
39710348,河北
46767954,浙江
74346587,北京
60430589,广西
72888029,北京
39710348,河北
198033483,江苏
3190554,浙江
36878588,北京
36878588,北京
48434198,广东
4535707,上海
151349956,广东
2696656,四川
138677179,重庆
138677179,重庆
182843262,北京
90195351,广东
3558380,美国
51239946,广东
47636804,北京
51239946,广东
52871436,广东
1229706,法国
188591228,日本
210725770,江苏
1320322,四川
101962913,上海
59067482,陕西
134587638,河南
68119979,山东
47251584,日本
246092219,北京
1604917,浙江
1906297,北京
53179298,福建
114614364,安徽
170466160,浙江
174227232,哥伦比亚
52028952,广东
49223785,福建
53390284,广西
49321183,北京
89226552,广东
170466160,浙江
61032093,上海
139465623,安徽
2620666,北京
1332044,北京
32905011,上海
1215833,北京
1778104,美国
1778104,美国
4150687,北京
50258580,黑龙江
102691981,新疆
4147269,湖南
4852496,上海
64873090,河北
64873090,河北
146522685,广东
53851776,北京
163690904,海南
83357834,北京
143804079,上海
58337189,江苏
1835221,北京
1835221,北京
45982463,广东
52762453,美国
151092834,四川
62451403,浙江
41039354,江苏
1597270,北京
53053772,四川
39710348,河北
45738527,福建
4596258,四川
45738527,福建
158765361,北京
123977587,广西
167243765,山东
1764360,湖北
138677179,重庆
147030324,广东
149183348,广东
149183348,广东
56867192,美国
162193980,四川
161954510,浙江
47392791,安徽
1273791,上海
161954510,浙江
83698999,上海
157500491,江苏
154785087,重庆
2899948,北京
172035697,安徽
168466558,辽宁
4192585,广东
44239369,江西
91321572,浙江
49529980,上海
48236164,广东
48236164,广东
81656902,广东
44230057,江苏
84798863,广东
4516109,广西
170466160,浙江
28938854,辽宁
28938854,辽宁
43214066,江苏
3608040,北京
146263845,广东
190197415,北京
123587828,波兰
122837928,陕西
198365064,陕西
78165042,河南
78165042,河南
64873090,河北
1306996,云南
52463045,河南
52463045,河南
125979248,广东
131815422,陕西
79596028,陕西
196505250,浙江
3764655,上海
204577257,安徽
45738527,福建
202386457,北京
204577257,安徽
187508100,天津
178769385,北京
152075278,上海
253313971,黑龙江
46843295,安徽
161954510,浙江
82042018,江苏
2217674,上海
